,name,country,property_type,price,room_type,bedrooms,beds,accommodates,cancellation_policy,number_of_reviews,minimum_nights,extra_people,maximum_nights,guests_include,review_scores_cleanliness,last_scraped,host_name,host_listings_count,calendar_last_scraped,availability_365,latitude,longitude
923,Quarry Apartment,Portugal,Loft,50.00,Entire home/apt,1.0,2.0,4,moderate,73,2,10.00,1125,2,9.0,2019-02-16,Margarida & Filipa,3,2019-02-16,284,-8.61054,41.15314
924,Charming urban 1 Bedroom apartment,Hong Kong,Apartment,950.00,Entire home/apt,1.0,1.0,2,flexible,2,3,0.00,1125,1,0.0,2019-03-11,Alexandra ( Alex ),1,2019-03-11,0,114.14609,22.2853
925,Kaanapali Hillside 3 bedroom condo,United States,Townhouse,310.00,Entire home/apt,3.0,4.0,8,strict_14_with_grace_period,32,1,0.00,1125,1,10.0,2019-03-06,Leah,4,2019-03-06,303,-156.68654,20.93332
926,Mier Serviced Apt 04,Hong Kong,Apartment,1201.00,Entire home/apt,0.0,1.0,3,strict_14_with_grace_period,38,1,550.00,365,2,10.0,2019-03-11,Winnie,16,2019-03-11,365,114.14311,22.28586
927,Spacious private 2BR with Backyard Williamsburg,United States,Apartment,170.00,Entire home/apt,2.0,3.0,6,moderate,81,2,25.00,365,4,10.0,2019-03-07,Lawrence,1,2019-03-07,71,-73.94884,40.70778
928,"Glorias:Sagrada Familia 15minutes, Beach 20minutes",Spain,Apartment,85.00,Entire home/apt,3.0,4.0,5,moderate,226,3,25.00,31,4,10.0,2019-03-08,Marcos,1,2019-03-08,270,2.19013,41.40625
929,"Bright,cozy,quiet,walking distance metro,park ...",Canada,Apartment,58.00,Entire home/apt,2.0,2.0,4,strict_14_with_grace_period,97,3,7.00,120,2,10.0,2019-03-11,Emma,2,2019-03-11,82,-73.57098,45.45145
930,Quarto das Laranjeiras,Portugal,Guest suite,25.00,Private room,1.0,1.0,2,flexible,68,2,5.00,7,1,10.0,2019-02-16,Carlos,2,2019-02-16,291,-8.66899,41.14858
931,ONE BEDROOM DIAGONAL,Spain,Serviced apartment,195.00,Entire home/apt,1.0,2.0,4,strict_14_with_grace_period,5,3,15.00,1125,2,9.0,2019-03-08,Arina,42,2019-03-08,254,2.14969,41.39367
932,Appt Porto - cosy & charm,Portugal,Apartment,30.00,Entire home/apt,1.0,1.0,2,moderate,57,2,0.00,1125,1,8.0,2019-02-16,Sarah,1,2019-02-16,209,-8.61182,41.17034
933,Amazing apartment with sea view,Brazil,Apartment,179.00,Entire home/apt,1.0,1.0,2,strict_14_with_grace_period,6,2,0.00,15,1,10.0,2019-02-11,Luz,1,2019-02-11,171,-43.17260649652285,-22.927833288976863
934,Bonita habitacion centrica-Sagrada Familia,Spain,Apartment,18.00,Private room,1.0,1.0,1,moderate,35,2,0.00,60,1,9.0,2019-03-08,Carol,2,2019-03-08,65,2.17505,41.40975
935,WONDERFUL APARTMENTE IN COPACABANA!,Brazil,Apartment,201.00,Entire home/apt,2.0,3.0,6,strict_14_with_grace_period,12,2,49.00,1125,4,10.0,2019-02-11,Thiago,1,2019-02-11,130,-43.17891807417986,-22.964291231055718
936,Cozzy Room close to the center in quiet flat  !!!,Spain,Apartment,32.00,Private room,1.0,1.0,2,flexible,27,2,10.00,1125,1,8.0,2019-03-08,Ivanca,1,2019-03-08,326,2.17228,41.39785
937,Fredo on the Plateau,Canada,Apartment,44.00,Private room,1.0,1.0,2,strict_14_with_grace_period,19,2,10.00,1125,1,10.0,2019-03-11,Frédérique,2,2019-03-11,0,-73.58217,45.5369
938,"SM8 - Serenity Beach - 2 Bedroom, Dressing Room",Spain,Apartment,38.00,Entire home/apt,2.0,2.0,3,strict_14_with_grace_period,1,32,0.00,1125,1,10.0,2019-03-08,Jirka,11,2019-03-08,237,2.18864,41.3815
939,"Little, comfortable, smooth room",Turkey,Apartment,100.00,Private room,1.0,1.0,2,flexible,0,1,60.00,1125,1,0.0,2019-02-18,Deniz,1,2019-02-18,364,28.80001,41.09937
940,Temporada LAPA - CENTRO - RIO DE JANEIRO - RJ,Brazil,Apartment,250.00,Entire home/apt,3.0,5.0,9,strict_14_with_grace_period,2,7,17.00,89,2,8.0,2019-02-11,Ricardo,2,2019-02-11,0,-43.18800413289652,-22.91397733868619
941,Confortável Flat com serviços e em frente a praia,Brazil,Apartment,298.00,Entire home/apt,1.0,4.0,4,moderate,2,3,100.00,1125,2,10.0,2019-02-11,Mauricio,1,2019-02-11,355,-43.32853022489558,-23.011038238562968
942,Little Slice of Paradise Mauna Lani,United States,Townhouse,228.00,Entire home/apt,2.0,3.0,5,strict_14_with_grace_period,2,6,30.00,15,3,10.0,2019-03-06,William,1,2019-03-06,101,-155.85528,19.94625
943,Southside 1 Bedroom in a 2 Bedroom Flat,Hong Kong,Apartment,1374.00,Private room,1.0,1.0,2,moderate,0,6,0.00,1125,1,0.0,2019-03-11,Katie,1,2019-03-11,0,114.2265,22.23514
944,Nice and sunny condo/Outremont,Canada,Apartment,115.00,Entire home/apt,2.0,3.0,4,strict_14_with_grace_period,4,7,15.00,90,4,9.0,2019-03-11,Nicole,1,2019-03-11,358,-73.61799,45.51719
945,P'ville Studio-NOT a shared space,United States,Condominium,85.00,Entire home/apt,1.0,1.0,2,strict_14_with_grace_period,121,3,0.00,730,1,9.0,2019-03-06,Karl&Rachel,4,2019-03-06,129,-159.47746,22.22274
946,The Manhattan Club in the heart of midtown!!!!,United States,Condominium,305.00,Entire home/apt,0.0,2.0,4,strict_14_with_grace_period,0,4,0.00,7,1,0.0,2019-03-07,Endless Resort Options,21,2019-03-07,179,-73.98007,40.76382
947,City Room - Semi Private Bedroom,United States,Apartment,55.00,Private room,1.0,1.0,1,flexible,115,3,0.00,31,1,9.0,2019-03-07,Wayne,5,2019-03-07,365,-73.94571,40.81156
948,College Style of Downtown Mtl,Canada,Apartment,50.00,Entire home/apt,0.0,1.0,5,flexible,45,1,20.00,1125,2,9.0,2019-03-11,Jessica & Edi,30,2019-03-11,77,-73.58133,45.4971
949,Gorgeous Ocean Front Home w/ Salt Water Pool,United States,House,450.00,Entire home/apt,4.0,5.0,10,strict_14_with_grace_period,42,3,0.00,1125,1,10.0,2019-03-06,Mahi,1,2019-03-06,233,-155.09392,19.86134
950,Newly renovated + Explore like local,Hong Kong,Apartment,997.00,Entire home/apt,2.0,3.0,6,strict_14_with_grace_period,6,30,100.00,1124,5,9.0,2019-03-11,Wilson,22,2019-03-11,183,114.19362,22.28933
951,Studio in Rio block from the beach,Brazil,Loft,172.00,Entire home/apt,0.0,1.0,4,strict_14_with_grace_period,22,4,25.00,1125,2,9.0,2019-02-11,Giovanna,13,2019-02-11,324,-43.18774737406539,-22.975088596882877
952,Chez NHN,Canada,Apartment,81.00,Entire home/apt,1.0,1.0,2,moderate,1,2,10.00,5,1,10.0,2019-03-11,Ndioro Hélène,1,2019-03-11,0,-73.6053,45.48849
953,Sunny Room (for One) Minutes from Coogee Beach!,Australia,Apartment,43.00,Private room,1.0,1.0,1,moderate,94,2,100.00,25,1,10.0,2019-03-07,Cindy,1,2019-03-07,219,151.24591,-33.91446
954,Price Right Great Waikiki Location,United States,Apartment,80.00,Entire home/apt,0.0,2.0,3,strict_14_with_grace_period,94,1,0.00,1125,1,9.0,2019-03-06,Trans Pacific,12,2019-03-06,228,-157.82213,21.27906
955,"appartement RDC - prime spot, quiet first floor",Canada,Apartment,140.00,Entire home/apt,2.0,3.0,4,moderate,3,31,0.00,1125,1,10.0,2019-03-11,Martine,2,2019-03-11,253,-73.57534,45.53431
956,comfortable and spacious / central room in ortaköy,Turkey,Apartment,100.00,Private room,1.0,1.0,1,flexible,0,3,0.00,1125,1,0.0,2019-02-18,Ayşim,1,2019-02-18,0,29.02695,41.04834
957,Country Oasis Pa'ala Kai,United States,House,99.00,Entire home/apt,3.0,4.0,6,strict_14_with_grace_period,78,2,50.00,1125,2,10.0,2019-03-06,North Shore Country Living,11,2019-03-06,321,-158.111,21.56933
958,Elegant 2BD in Time Sq with W/D!,United States,Apartment,429.00,Entire home/apt,2.0,5.0,7,strict_14_with_grace_period,96,3,0.00,1125,5,8.0,2019-03-07,Angela,4,2019-03-07,291,-73.98087,40.73806
959,Hab. individual en Barcelona / Single room in Bcn,Spain,Other,15.00,Private room,1.0,1.0,1,flexible,3,1,0.00,1125,1,0.0,2019-03-08,Mar,1,2019-03-08,0,2.13237,41.37549
960,Private Room in Renovated Library w/ Swimming Pool,Spain,Villa,95.00,Private room,1.0,2.0,2,strict_14_with_grace_period,89,2,0.00,15,1,10.0,2019-03-08,Martha,2,2019-03-08,277,2.11732,41.41753
961,"Nice room in artistic apartment, very central",Spain,Apartment,15.00,Private room,1.0,1.0,1,flexible,15,4,0.00,1125,1,9.0,2019-03-08,Mary,1,2019-03-08,0,2.18227,41.3859
962,APTO NA BARRA DA TIJUCA RIO 2,Brazil,Apartment,250.00,Entire home/apt,3.0,4.0,6,strict_14_with_grace_period,5,2,145.00,120,5,10.0,2019-02-11,Mere,3,2019-02-11,0,-43.383106728466196,-22.972537658219263
963,Standing 3 rooms flat in Copacabana,Brazil,Apartment,399.00,Entire home/apt,3.0,4.0,7,strict_14_with_grace_period,30,4,50.00,1125,6,9.0,2019-02-11,Sylvie,20,2019-02-11,250,-43.17875081156532,-22.964617829612656
964,Turtle Bay Resort 1 Bedroom Condo,United States,Apartment,150.00,Entire home/apt,1.0,2.0,4,moderate,50,4,0.00,1125,1,10.0,2019-03-06,Mike,2,2019-03-06,61,-157.99459,21.69891
965,CHARMING APARTMENT in PLAÇA REIAL-HUTB (Phone number hidden by Airbnb),Spain,Apartment,150.00,Entire home/apt,3.0,5.0,6,moderate,117,3,25.00,1125,4,10.0,2019-03-08,David&David,3,2019-03-08,217,2.17518,41.37998
966,"Quarto amplo, arejado, vista livre e silencioso.",Brazil,Apartment,67.00,Private room,1.0,2.0,2,strict_14_with_grace_period,7,2,0.00,1125,1,10.0,2019-02-11,Cesar,5,2019-02-11,301,-43.18574483607384,-22.948858918144378
967,1 BD Luxury Apt in prime location w/ pool & tennis,Australia,Apartment,151.00,Entire home/apt,1.0,1.0,2,moderate,9,3,0.00,1125,1,9.0,2019-03-07,Andrei,1,2019-03-07,0,151.21088,-33.88515
968,New york Multi-unit building,United States,Apartment,40.00,Private room,1.0,1.0,2,strict_14_with_grace_period,1,3,0.00,1125,1,10.0,2019-03-07,Pablo,1,2019-03-07,179,-73.89713,40.86533
969,"Casa na Gávea, silenciosa com vista para mata.",Brazil,Guesthouse,142.00,Entire home/apt,1.0,1.0,2,moderate,1,2,0.00,60,1,10.0,2019-02-11,Del,3,2019-02-11,3,-43.23561955660127,-22.980457717563553
970,46st Cozy Flat Midtown/Tms Squr/Javits Ctr/Pier 97,United States,Apartment,200.00,Entire home/apt,1.0,1.0,3,strict_14_with_grace_period,149,3,40.00,20,2,10.0,2019-03-07,Clark,1,2019-03-07,83,-73.99552,40.76338
971,Apartment located near Guell park,Spain,House,31.00,Private room,1.0,2.0,2,moderate,63,1,0.00,1125,1,9.0,2019-03-08,Manuela,1,2019-03-08,6,2.15739,41.42255
972,Private cabin,Spain,Boat,35.00,Private room,1.0,2.0,2,strict_14_with_grace_period,24,1,15.00,1125,1,8.0,2019-03-08,Barcelona Yacht,4,2019-03-08,359,2.22733,41.41004
973,2-Bedroom Elevator Apt with Swimming Pool,Hong Kong,Apartment,801.00,Entire home/apt,2.0,1.0,2,flexible,9,1,200.00,1125,1,8.0,2019-03-11,Michelle,1,2019-03-11,41,114.15013,22.28458
974,ECONOMY 1BEDROOM APARTMENT 2F IN WAIKIKI,United States,Apartment,88.00,Entire home/apt,1.0,3.0,4,strict_14_with_grace_period,6,3,10.00,90,2,8.0,2019-03-06,AirElmos   WAIKIKI,9,2019-03-06,0,-157.82313,21.27982
975,Most enviable location in the West Village,United States,Apartment,130.00,Private room,1.0,2.0,2,strict_14_with_grace_period,17,6,0.00,26,1,10.0,2019-03-07,Margaret,2,2019-03-07,23,-74.00255,40.73523
976,Kauai 2 Bedroom Family Getaway | 2 Pools,United States,House,312.00,Entire home/apt,2.0,3.0,6,strict_14_with_grace_period,5,2,0.00,1125,1,10.0,2019-03-06,ResortShare1,106,2019-03-06,353,-159.48204,22.22342
977,Napili Surf Beach Resort -Lokelani- #214 2nd Floor,United States,Condominium,463.00,Entire home/apt,0.0,2.0,3,strict_14_with_grace_period,1,3,0.00,1125,1,0.0,2019-03-06,Tano,10,2019-03-06,242,-156.66815,20.99393
978,"Beachside Blue - AC, close to beach and PCC",United States,House,265.00,Entire home/apt,3.0,4.0,8,strict_14_with_grace_period,10,3,0.00,1125,1,10.0,2019-03-06,My Rental Advisor,120,2019-03-06,212,-157.91443,21.61791
979,Joli 3 et demi bien situé!,Canada,Apartment,60.00,Entire home/apt,1.0,1.0,2,flexible,0,1,0.00,90,1,0.0,2019-03-11,Marie-Claude,1,2019-03-11,0,-73.58808,45.54144
980,Treehouse with Incredible Views,United States,Tiny house,125.00,Entire home/apt,1.0,2.0,4,strict_14_with_grace_period,31,3,15.00,1125,2,8.0,2019-03-06,Douglas,17,2019-03-06,354,-157.85218,21.55359
981,20% off - Cozy Studio Near Subway with Wifi LT4,Hong Kong,Apartment,573.00,Entire home/apt,1.0,1.0,2,strict_14_with_grace_period,9,14,0.00,350,1,10.0,2019-03-11,Mark,12,2019-03-11,172,114.14315,22.28855
982,Gracia 3 BR 2 BA Terrace,Spain,Apartment,62.00,Entire home/apt,3.0,6.0,6,strict_14_with_grace_period,1,32,0.00,1125,1,8.0,2019-03-08,Xavi,21,2019-03-08,66,2.14984,41.4025
983,Cozy room in artist loft,United States,Apartment,55.00,Private room,1.0,1.0,1,strict_14_with_grace_period,1,30,0.00,1125,1,10.0,2019-03-07,Arturo,5,2019-03-07,78,-73.96234,40.71871
984,Portuguese family house experience. City Centre.,Portugal,Loft,22.00,Private room,2.0,2.0,4,flexible,19,2,27.00,10,2,10.0,2019-02-16,Natália,1,2019-02-16,360,-8.477,41.33714
985,COPACABANA BEACH- REVEILLON -WI FI FREE -Cable TV,Brazil,Apartment,101.00,Entire home/apt,2.0,5.0,8,strict_14_with_grace_period,46,2,60.00,190,2,10.0,2019-02-11,Carolina,2,2019-02-11,54,-43.185196066971,-22.970194525506763
986,King Bdrm w/private bath/ocean view,United States,House,100.00,Private room,1.0,1.0,2,strict_14_with_grace_period,133,2,15.00,21,2,10.0,2019-03-06,MiMi,1,2019-03-06,227,-157.78624,21.29329
987,Share a flat in a lovely penthouse with terrace,Spain,Apartment,23.00,Private room,1.0,1.0,2,moderate,23,1,15.00,15,1,10.0,2019-03-08,Mireia,1,2019-03-08,74,2.12841,41.37419
988,Modern House + Granny Flat sleeps 10+,Australia,House,350.00,Entire home/apt,3.0,3.0,8,flexible,1,3,0.00,1125,1,8.0,2019-03-07,Charlie,3,2019-03-07,0,151.2154,-33.88424
989,Poipu Peaceful Garden Retreat With Pool & Jacuzzi *Kahala 913*,United States,Condominium,143.00,Entire home/apt,1.0,1.0,4,super_strict_60,3,3,10.00,90,2,10.0,2019-03-06,Suite Paradise,121,2019-03-06,262,-159.44913,21.87529
990,Belle chambre au coeur d'Outremont,Canada,Apartment,46.00,Private room,1.0,1.0,2,moderate,2,2,15.00,365,1,10.0,2019-03-11,Jean-François,1,2019-03-11,253,-73.61179,45.52445
991,The Destination Loft Downtown Montreal #203,Canada,Loft,137.00,Entire home/apt,0.0,1.0,3,strict_14_with_grace_period,83,1,0.00,1125,1,9.0,2019-03-11,Daniel @ LoveMTL,12,2019-03-11,361,-73.58,45.49484
992,five minutes to Atatürk Airport-CNR,Turkey,Apartment,132.00,Private room,1.0,1.0,2,flexible,0,6,0.00,1125,1,0.0,2019-02-18,Vildan,1,2019-02-18,83,28.8721,41.00258
993,Lenox Av. Apartment,United States,Apartment,71.00,Private room,1.0,2.0,2,strict_14_with_grace_period,31,1,0.00,1125,1,10.0,2019-03-07,Katerina,1,2019-03-07,179,-73.94504,40.81036
994,Quarto Ipanema - Praça General Osório,Brazil,Apartment,138.00,Private room,1.0,1.0,2,flexible,6,2,0.00,20,1,10.0,2019-02-11,Igor,2,2019-02-11,359,-43.19853373911537,-22.98223425028271
995,COMFORTABLE & COZY! MAUI BY DAY...RELAX AT NIGHT!!,United States,Apartment,110.00,Entire home/apt,0.0,1.0,2,strict_14_with_grace_period,21,5,0.00,30,1,10.0,2019-03-06,Ralph,3,2019-03-06,170,-156.50624,20.79562
996,Quiet and Private Up In Hawi,United States,Guesthouse,115.00,Entire home/apt,1.0,1.0,2,moderate,22,2,100.00,14,2,10.0,2019-03-06,Orange,1,2019-03-06,360,-155.83072,20.21631
997,COMFORTABLE AND IN THE CENTER.,Spain,Apartment,18.00,Private room,1.0,1.0,1,flexible,115,1,0.00,1125,1,10.0,2019-03-08,Juan Pablo,3,2019-03-08,161,2.1633,41.37391
998,Private room in convenient & trendy location - Rm2,Australia,Townhouse,75.00,Private room,1.0,1.0,2,strict_14_with_grace_period,17,2,20.00,1125,1,10.0,2019-03-07,Lilian,1,2019-03-07,66,151.20036,-33.89368
999,Cozy private room on the UES,United States,Apartment,78.00,Private room,1.0,0.0,1,strict_14_with_grace_period,66,1,30.00,1125,1,8.0,2019-03-07,Kristina,1,2019-03-07,362,-73.94782,40.7739
1000,Tapioles Triplex Apartment,Spain,Apartment,209.00,Entire home/apt,4.0,7.0,10,flexible,25,3,0.00,1000,1,7.0,2019-03-08,Francisco,17,2019-03-08,239,2.16296,41.37339
1001,+Spacious Studio&Kitchenette near Blue Mosque+,Turkey,Apartment,264.00,Entire home/apt,0.0,4.0,5,strict_14_with_grace_period,39,2,26.00,1125,2,8.0,2019-02-18,Kadirga,7,2019-02-18,362,28.96755,41.00488
1002,Stunning Tamarama 2BR apartment with ocean views,Australia,Apartment,350.00,Entire home/apt,2.0,3.0,5,strict_14_with_grace_period,2,2,15.00,1125,4,9.0,2019-03-07,Ben,1,2019-03-07,0,151.27248,-33.89868
1003,Breathtaking views of Golden Horn,Turkey,Apartment,200.00,Private room,1.0,1.0,2,flexible,0,2,0.00,9,1,0.0,2019-02-18,Sembol,1,2019-02-18,362,28.93928,41.05807
1004,Charming room  Diagonal wifi 100 Mb,Spain,Apartment,39.00,Private room,1.0,1.0,1,moderate,67,7,20.00,45,1,10.0,2019-03-08,Annais,1,2019-03-08,126,2.1509,41.39106
1005,Double bedroom-best spot in town !,Canada,Apartment,40.00,Private room,1.0,1.0,2,moderate,37,5,20.00,32,1,9.0,2019-03-11,Patrick,2,2019-03-11,314,-73.59605,45.54842
1006,Charming apartment in the city center,Portugal,Apartment,60.00,Entire home/apt,1.0,2.0,4,moderate,31,3,0.00,1125,1,9.0,2019-02-16,Miguel,3,2019-02-16,362,-8.61799,41.15095
1007,INSTAGRAM HOME *MTR*ELEMENT MALL*NEW TRAIN KOWLOON,Hong Kong,Apartment,1562.00,Entire home/apt,3.0,6.0,9,strict_14_with_grace_period,43,2,79.00,1124,1,10.0,2019-03-11,Jessa Marie,4,2019-03-11,300,114.17509,22.29879
1008,Downtown Montreal Modern Appartement,Canada,Apartment,110.00,Entire home/apt,0.0,1.0,3,flexible,30,2,0.00,1125,1,9.0,2019-03-11,Sophia,1,2019-03-11,0,-73.57844,45.49455
1009,FloresRooms Mouzinho 2,Portugal,Apartment,50.00,Entire home/apt,1.0,1.0,2,moderate,156,2,0.00,1124,1,10.0,2019-02-16,Andreia,6,2019-02-16,274,-8.61234,41.14442
1010,Large/comfy 1 bed apartment- 10 mins from beach,Australia,Apartment,115.00,Entire home/apt,1.0,1.0,2,strict_14_with_grace_period,2,5,50.00,12,2,10.0,2019-03-07,Paula,1,2019-03-07,84,151.23721,-33.93316
1011,Cozy place in Hong Kong Island,Hong Kong,Apartment,1499.00,Entire home/apt,2.0,2.0,3,strict_14_with_grace_period,9,1,0.00,1125,1,10.0,2019-03-11,Carmen,2,2019-03-11,336,114.16853,22.2751
1012,A lovely penthouse in the city center,Turkey,Loft,79.00,Private room,1.0,2.0,2,flexible,0,1,40.00,5,1,0.0,2019-02-18,Evrim,1,2019-02-18,362,29.00439,41.08101
1013,sunny 2 bedroom close to Bosphorus,Turkey,Apartment,100.00,Private room,1.0,1.0,1,flexible,3,3,105.00,8,1,10.0,2019-02-18,Gülder,2,2019-02-18,354,29.04246,41.06944
1014,Nice and furnished apartment on top of HK skyline,Hong Kong,Apartment,440.00,Entire home/apt,1.0,1.0,2,flexible,5,2,0.00,1125,1,8.0,2019-03-11,Théo,1,2019-03-11,0,114.14587,22.28754
1015,Beautiful studio steps from the bay,United States,Condominium,79.00,Entire home/apt,0.0,2.0,3,moderate,122,2,0.00,1125,1,9.0,2019-03-06,Jeffrey,1,2019-03-06,298,-155.0728,19.71375
1016,Loios Studio Apartment 3,Portugal,Apartment,70.00,Entire home/apt,0.0,1.0,2,moderate,101,3,12.00,300,2,9.0,2019-02-16,Good Stay,3,2019-02-16,312,-8.61285,41.14469
1017,Featured on TV - A Current Affair Come for a swim!,Australia,Guest suite,88.00,Entire home/apt,1.0,5.0,7,strict_14_with_grace_period,123,1,10.00,1125,1,10.0,2019-03-07,Sarah,1,2019-03-07,338,150.95347,-33.76119
1018,İstanbul Taksim Tarihi binada oda,Turkey,Apartment,248.00,Private room,1.0,1.0,2,flexible,0,1,0.00,30,1,0.0,2019-02-18,Özkan,1,2019-02-18,364,28.97342,41.0383
1019,"Park slope,  floor through garden apartment",United States,Townhouse,198.00,Entire home/apt,2.0,2.0,3,strict_14_with_grace_period,38,7,0.00,1125,1,10.0,2019-03-07,Martha,1,2019-03-07,160,-73.97479,40.67148
1020,"Napili Ridge, Maui ~ J1 ~ Garden View",United States,Apartment,132.00,Entire home/apt,0.0,1.0,2,strict_14_with_grace_period,82,1,0.00,1125,1,10.0,2019-03-06,Daniel & Debra,4,2019-03-06,285,-156.66581,20.98825
1021,MTL DOWNTOWN STUDIO APT 6A,Canada,Apartment,39.00,Entire home/apt,0.0,1.0,2,strict_14_with_grace_period,4,27,22.00,355,1,10.0,2019-03-11,Unal,31,2019-03-11,252,-73.56211,45.5301
1022,Quiet Rose Bay Residence near Bondi Beach,Australia,House,399.00,Entire home/apt,2.0,2.0,4,strict_14_with_grace_period,0,3,0.00,1125,1,0.0,2019-03-07,Galit,2,2019-03-07,0,151.27395,-33.87128
1023,Leça da Palmeira- Cabo das Marés,Portugal,Apartment,100.00,Entire home/apt,2.0,2.0,4,moderate,0,2,0.00,31,1,0.0,2019-02-16,Rosa Maria,2,2019-02-16,61,-8.71786,41.22715
1024,Luxurious oasis and family home in North Bondi,Australia,House,2000.00,Entire home/apt,3.0,2.0,5,flexible,0,7,0.00,1125,1,0.0,2019-03-07,Peter,1,2019-03-07,84,151.27836,-33.88816
1025,"Aparthotel RioCentro, Globo/Projac, Arena Jeunesse",Brazil,Apartment,175.00,Entire home/apt,1.0,2.0,3,strict_14_with_grace_period,28,2,39.00,180,2,10.0,2019-02-11,Jorge,1,2019-02-11,79,-43.39573210119065,-22.961232291647896
1026,ECONOMIC APARTMENT,Turkey,Apartment,269.00,Entire home/apt,1.0,1.0,2,strict_14_with_grace_period,1,1,0.00,1125,1,8.0,2019-02-18,Atilla,3,2019-02-18,97,28.98387,41.03315
1027,Bright large Williamsburg 1 bed apartment,United States,Apartment,190.00,Entire home/apt,1.0,1.0,3,moderate,17,6,0.00,40,1,9.0,2019-03-06,Paul,1,2019-03-06,0,-73.96445,40.70953
1028,可愛いﾚﾝｶﾞの壁のお部屋/ Manhattan,United States,Apartment,65.00,Private room,1.0,1.0,2,moderate,1,7,20.00,30,1,10.0,2019-03-06,Ayami,1,2019-03-06,0,-73.94037,40.79324
1029,Cozy Unit 5min from airport!,Australia,Apartment,135.00,Private room,1.0,1.0,2,strict_14_with_grace_period,3,2,0.00,1125,1,9.0,2019-03-07,Kyle And,2,2019-03-07,177,151.18622,-33.92391
1030,Modern 1BD in Leafy Cul-De-Sac,Australia,Apartment,240.00,Entire home/apt,1.0,1.0,2,moderate,2,3,0.00,1125,1,10.0,2019-03-07,Georgia,1,2019-03-07,0,151.24573,-33.91571
1031,OPORTO FLAT,Portugal,Apartment,39.00,Entire home/apt,2.0,3.0,8,strict_14_with_grace_period,128,1,15.00,1125,2,9.0,2019-02-16,Sónia,4,2019-02-16,282,-8.60792,41.1584
1032,Excellent studio in Barra da Tijuca,Brazil,Apartment,134.00,Entire home/apt,0.0,3.0,3,strict_14_with_grace_period,1,2,40.00,60,2,10.0,2019-02-11,Carla,1,2019-02-11,0,-43.330768475860374,-23.005036413240408
1033,"Coreto 179, MODERN FLAT IN CLASSY OLD BUILDING",Portugal,Apartment,55.00,Entire home/apt,1.0,1.0,3,strict_14_with_grace_period,86,1,15.00,1125,2,10.0,2019-02-16,Lia,1,2019-02-16,311,-8.60569,41.16256
